,x_yng,x_old
47,"[-1.8202     -1.96887207 -2.39877736 -3.06332895 -3.89051237 -4.79068947
 -5.66631208 -6.4224929  -6.97728803 -7.27057678 -7.27057678 -6.97728803
 -6.4224929  -5.66631208 -4.79068947 -3.89051237 -3.06332895 -2.39877736
 -1.96887207 -1.8202    ]","[-25.7066     -25.33389848 -24.25618191 -22.5902376  -20.51659647
 -18.25996971 -16.06489785 -14.16925098 -12.77845185 -12.04321514
 -12.04321514 -12.77845185 -14.16925098 -16.06489785 -18.25996971
 -20.51659647 -22.5902376  -24.25618191 -25.33389848 -25.7066    ]"
48,"[-106.4538     -106.25256524 -105.67066785 -104.77116546 -103.6515331
 -102.43310031 -101.24790319 -100.22437624  -99.47343449  -99.07645412
  -99.07645412  -99.47343449 -100.22437624 -101.24790319 -102.43310031
 -103.6515331  -104.77116546 -105.67066785 -106.25256524 -106.4538    ]","[ -0.7115      -1.00421693  -1.85064731  -3.15906727  -4.7876892
  -6.56002666  -8.28401936  -9.77284596 -10.86516899 -11.44261831
 -11.44261831 -10.86516899  -9.77284596  -8.28401936  -6.56002666
  -4.7876892   -3.15906727  -1.85064731  -1.00421693  -0.7115    ]"
49,"[-50.7558     -49.52036809 -45.94795058 -40.42567434 -33.55196369
 -26.07169183 -18.79546228 -12.51176743  -7.9015431   -5.46437865
  -5.46437865  -7.9015431  -12.51176743 -18.79546228 -26.07169183
 -33.55196369 -40.42567434 -45.94795058 -49.52036809 -50.7558    ]","[-11.2217     -12.36019354 -15.6523007  -20.74127061 -27.0756344
 -33.96896546 -40.67426443 -46.46490811 -50.71339041 -52.95932234
 -52.95932234 -50.71339041 -46.46490811 -40.67426443 -33.96896546
 -27.0756344  -20.74127061 -15.6523007  -12.36019354 -11.2217    ]"
50,"[-78.8933     -78.7591164  -78.37110647 -77.77131711 -77.02474481
 -76.21229225 -75.42200128 -74.73951219 -74.23878326 -73.97407623
 -73.97407623 -74.23878326 -74.73951219 -75.42200128 -76.21229225
 -77.02474481 -77.77131711 -78.37110647 -78.7591164  -78.8933    ]","[-40.9054     -40.5885609  -39.67237804 -38.25613405 -36.49330093
 -34.57490902 -32.70884583 -31.09732828 -29.91498929 -29.28995364
 -29.28995364 -29.91498929 -31.09732828 -32.70884583 -34.57490902
 -36.49330093 -38.25613405 -39.67237804 -40.5885609  -40.9054    ]"
51,"[-104.8148     -105.19397094 -106.29039472 -107.98525679 -110.09489256
 -112.39069026 -114.62386458 -116.55241644 -117.96735731 -118.7153564
 -118.7153564  -117.96735731 -116.55241644 -114.62386458 -112.39069026
 -110.09489256 -107.98525679 -106.29039472 -105.19397094 -104.8148    ]","[-30.3866     -30.25968231 -29.89268273 -29.32537137 -28.61922521
 -27.85076614 -27.10326864 -26.45773565 -25.98412069 -25.73374728
 -25.73374728 -25.98412069 -26.45773565 -27.10326864 -27.85076614
 -28.61922521 -29.32537137 -29.89268273 -30.25968231 -30.3866    ]"
52,"[-94.1385     -94.09571729 -93.97200535 -93.78077027 -93.54273534
 -93.28369535 -93.03172129 -92.81411847 -92.65446753 -92.57006911
 -92.57006911 -92.65446753 -92.81411847 -93.03172129 -93.28369535
 -93.54273534 -93.78077027 -93.97200535 -94.09571729 -94.1385    ]","[-12.0779     -12.23777706 -12.7000831  -13.41472007 -14.30424597
 -15.27226687 -16.21388269 -17.02705473 -17.6236632  -17.9390563
 -17.9390563  -17.6236632  -17.02705473 -16.21388269 -15.27226687
 -14.30424597 -13.41472007 -12.7000831  -12.23777706 -12.0779    ]"
53,"[-50.5649     -51.54846877 -54.39259016 -58.78905948 -64.26145105
 -70.21674634 -76.0095967  -81.01225691 -84.68261111 -86.62291947
 -86.62291947 -84.68261111 -81.01225691 -76.0095967  -70.21674634
 -64.26145105 -58.78905948 -54.39259016 -51.54846877 -50.5649    ]","[-78.4658     -77.24235874 -73.70461379 -68.23593472 -61.42893775
 -54.02126664 -46.81565748 -40.59294984 -36.02747065 -33.61396041
 -33.61396041 -36.02747065 -40.59294984 -46.81565748 -54.02126664
 -61.42893775 -68.23593472 -73.70461379 -77.24235874 -78.4658    ]"
54,"[-15.5049     -15.12124814 -14.0118672  -12.29697582 -10.16240909
  -7.83948043  -5.57991521  -3.62857238  -2.19691021  -1.44007152
  -1.44007152  -2.19691021  -3.62857238  -5.57991521  -7.83948043
 -10.16240909 -12.29697582 -14.0118672  -15.12124814 -15.5049    ]","[-37.8557     -39.26723129 -43.34886385 -49.65828945 -57.51178393
 -66.0582993  -74.37168802 -81.55106541 -86.81843453 -89.60299422
 -89.60299422 -86.81843453 -81.55106541 -74.37168802 -66.0582993
 -57.51178393 -49.65828945 -43.34886385 -39.26723129 -37.8557    ]"
55,"[-60.6924     -60.75318222 -60.92894218 -61.20063356 -61.53881438
 -61.90683751 -62.26482193 -62.57397447 -62.80079365 -62.92070011
 -62.92070011 -62.80079365 -62.57397447 -62.26482193 -61.90683751
 -61.53881438 -61.20063356 -60.92894218 -60.75318222 -60.6924    ]","[-116.1787     -115.18916029 -112.32777312 -107.90461421 -102.39900145
  -96.40755341  -90.57953646  -85.54650666  -81.85387088  -79.90178352
  -79.90178352  -81.85387088  -85.54650666  -90.57953646  -96.40755341
 -102.39900145 -107.90461421 -112.32777312 -115.18916029 -116.1787    ]"
56,"[-104.459      -103.88385544 -102.22074759  -99.6499      -96.4499039
  -92.96752851  -89.58014324  -86.65482385  -84.50857408  -83.3739734
  -83.3739734   -84.50857408  -86.65482385  -89.58014324  -92.96752851
  -96.4499039   -99.6499     -102.22074759 -103.88385544 -104.459     ]","[ -8.5196     -10.15603308 -14.88799942 -22.20271703 -31.30752277
 -41.21576965 -50.85374538 -59.17702575 -65.28365418 -68.51188272
 -68.51188272 -65.28365418 -59.17702575 -50.85374538 -41.21576965
 -31.30752277 -22.20271703 -14.88799942 -10.15603308  -8.5196    ]"
57,"[-1.4741     -1.44803267 -1.3726555  -1.25613676 -1.11110307 -0.95327108
 -0.79974433 -0.66715984 -0.56988518 -0.51846158 -0.51846158 -0.56988518
 -0.66715984 -0.79974433 -0.95327108 -1.11110307 -1.25613676 -1.3726555
 -1.44803267 -1.4741    ]","[-116.919      -115.67366348 -112.07260547 -106.50605647  -99.57723844
  -92.03699632  -84.70243236  -78.36836036  -73.7211753   -71.2644718
  -71.2644718   -73.7211753   -78.36836036  -84.70243236  -92.03699632
  -99.57723844 -106.50605647 -112.07260547 -115.67366348 -116.919     ]"
58,"[-111.9543     -112.13663582 -112.66388436 -113.47891006 -114.49339224
 -115.59739601 -116.67128544 -117.59868794 -118.27910507 -118.63880306
 -118.63880306 -118.27910507 -117.59868794 -116.67128544 -115.59739601
 -114.49339224 -113.47891006 -112.66388436 -112.13663582 -111.9543    ]","[-111.5543     -111.02292969 -109.48640098 -107.11122059 -104.15477617
 -100.93744436  -97.80787297  -95.10519963  -93.12230092  -92.0740547
  -92.0740547   -93.12230092  -95.10519963  -97.80787297 -100.93744436
 -104.15477617 -107.11122059 -109.48640098 -111.02292969 -111.5543    ]"
59,"[ -99.2208      -99.63490257 -100.83233583 -102.68333931 -104.98732807
 -107.49462916 -109.93353762 -112.03975987 -113.58505404 -114.40196353
 -114.40196353 -113.58505404 -112.03975987 -109.93353762 -107.49462916
 -104.98732807 -102.68333931 -100.83233583  -99.63490257  -99.2208    ]","[-69.127      -67.50415595 -62.81148414 -55.55750837 -46.52830947
 -36.70234125 -27.14439983 -18.89023646 -12.83431784  -9.63289669
  -9.63289669 -12.83431784 -18.89023646 -27.14439983 -36.70234125
 -46.52830947 -55.55750837 -62.81148414 -67.50415595 -69.127     ]"
60,"[-41.436      -42.99206922 -47.49165262 -54.44715054 -63.10482684
 -72.52648796 -81.69115073 -89.60568173 -95.41241871 -98.48211164
 -98.48211164 -95.41241871 -89.60568173 -81.69115073 -72.52648796
 -63.10482684 -54.44715054 -47.49165262 -42.99206922 -41.436     ]","[-1.4997     -1.72530075 -2.37765566 -3.38607195 -4.64127208 -6.00723562
 -7.33593924 -8.48339728 -9.32526486 -9.77031256 -9.77031256 -9.32526486
 -8.48339728 -7.33593924 -6.00723562 -4.64127208 -3.38607195 -2.37765566
 -1.72530075 -1.4997    ]"
61,"[-21.6324     -21.63200447 -21.63086073 -21.62909272 -21.62689204
 -21.62449717 -21.62216762 -21.62015584 -21.61867984 -21.61789956
 -21.61789956 -21.61867984 -21.62015584 -21.62216762 -21.62449717
 -21.62689204 -21.62909272 -21.63086073 -21.63200447 -21.6324    ]","[-119.8919     -118.39387677 -114.06214115 -107.3661039   -99.03138455
  -89.96117929  -81.13838558  -73.51909002  -67.92896152  -64.97377723
  -64.97377723  -67.92896152  -73.51909002  -81.13838558  -89.96117929
  -99.03138455 -107.3661039  -114.06214115 -118.39387677 -119.8919    ]"
62,"[-115.9082     -115.95975489 -116.10883281 -116.33927883 -116.62612056
 -116.93827425 -117.2419132  -117.50413342 -117.69651927 -117.79822278
 -117.79822278 -117.69651927 -117.50413342 -117.2419132  -116.93827425
 -116.62612056 -116.33927883 -116.10883281 -115.95975489 -115.9082    ]","[ -94.6407      -95.19950846  -96.81537827  -99.31320487 -102.42230998
 -105.80577382 -109.09694559 -111.93917576 -114.02446459 -115.12683867
 -115.12683867 -114.02446459 -111.93917576 -109.09694559 -105.80577382
 -102.42230998  -99.31320487  -96.81537827  -95.19950846  -94.6407    ]"
63,"[-92.7116     -92.22558066 -90.82019037 -88.64772498 -85.94360482
 -83.00086327 -80.13839204 -77.6663843  -75.85272045 -74.89393911
 -74.89393911 -75.85272045 -77.6663843  -80.13839204 -83.00086327
 -85.94360482 -88.64772498 -90.82019037 -92.22558066 -92.7116    ]","[ -1.1054      -2.33393986  -5.88642809 -11.37789746 -18.21326206
 -25.65180408 -32.88744206 -39.13608236 -43.72058783 -46.14415619
 -46.14415619 -43.72058783 -39.13608236 -32.88744206 -25.65180408
 -18.21326206 -11.37789746  -5.88642809  -2.33393986  -1.1054    ]"
64,"[ -5.2243      -5.36356594  -5.76627215  -6.38877915  -7.16362865
  -8.00685369  -8.82707775  -9.53541682 -10.05511138 -10.32984446
 -10.32984446 -10.05511138  -9.53541682  -8.82707775  -8.00685369
  -7.16362865  -6.38877915  -5.76627215  -5.36356594  -5.2243    ]","[-33.3153     -32.49114774 -30.10800063 -26.42410965 -21.83868155
 -16.84861861 -11.99467157  -7.80284093  -4.72737656  -3.10155276
  -3.10155276  -4.72737656  -7.80284093 -11.99467157 -16.84861861
 -21.83868155 -26.42410965 -30.10800063 -32.49114774 -33.3153    ]"
65,"[ -85.5696      -86.07353758  -87.53074086  -89.78329927  -92.58711313
  -95.63834572  -98.60634864 -101.16949271 -103.05002152 -104.04415057
 -104.04415057 -103.05002152 -101.16949271  -98.60634864  -95.63834572
  -92.58711313  -89.78329927  -87.53074086  -86.07353758  -85.5696    ]","[-113.1079     -110.32202846 -102.26630626  -89.81369589  -74.3136309
  -57.44578386  -41.03804771  -26.86845526  -16.47250171  -10.97674995
  -10.97674995  -16.47250171  -26.86845526  -41.03804771  -57.44578386
  -74.3136309   -89.81369589 -102.26630626 -110.32202846 -113.1079    ]"
66,"[-38.367      -39.00647033 -40.85558479 -43.71396314 -47.27185573
 -51.14370969 -54.90994957 -58.16244484 -60.54873716 -61.81023474
 -61.81023474 -60.54873716 -58.16244484 -54.90994957 -51.14370969
 -47.27185573 -43.71396314 -40.85558479 -39.00647033 -38.367     ]","[-5.2438     -5.35156951 -5.66319953 -6.14492011 -6.74452937 -7.39705032
 -8.0317722  -8.57991305 -8.98207329 -9.19467263 -9.19467263 -8.98207329
 -8.57991305 -8.0317722  -7.39705032 -6.74452937 -6.14492011 -5.66319953
 -5.35156951 -5.2438    ]"
67,"[-64.4528     -62.93760626 -58.55621978 -51.78343177 -43.35317891
 -34.17900989 -25.2550883  -17.54845949 -11.89425628  -8.90519933
  -8.90519933 -11.89425628 -17.54845949 -25.2550883  -34.17900989
 -43.35317891 -51.78343177 -58.55621978 -62.93760626 -64.4528    ]","[ -27.0009      -29.01870927  -34.85347612  -43.87291303  -55.09962407
  -67.31702089  -79.20115897  -89.46420755  -96.99400607 -100.97458403
 -100.97458403  -96.99400607  -89.46420755  -79.20115897  -67.31702089
  -55.09962407  -43.87291303  -34.85347612  -29.01870927  -27.0009    ]"
68,"[-3.619      -3.70820649 -3.96615907 -4.36490455 -4.86123269 -5.40135863
 -5.92675135 -6.38047638 -6.71336558 -6.88934525 -6.88934525 -6.71336558
 -6.38047638 -5.92675135 -5.40135863 -4.86123269 -4.36490455 -3.96615907
 -3.70820649 -3.619     ]","[-57.9848     -58.83713813 -61.30178847 -65.11166791 -69.8539169
 -75.01463917 -80.03459039 -84.36978095 -87.55042569 -89.23185239
 -89.23185239 -87.55042569 -84.36978095 -80.03459039 -75.01463917
 -69.8539169  -65.11166791 -61.30178847 -58.83713813 -57.9848    ]"
69,"[-94.7746     -94.04801463 -91.94699532 -88.69922011 -84.65663583
 -80.25731924 -75.97800452 -72.28242185 -69.57104494 -68.13769356
 -68.13769356 -69.57104494 -72.28242185 -75.97800452 -80.25731924
 -84.65663583 -88.69922011 -91.94699532 -94.04801463 -94.7746    ]","[ -9.5241      -9.814227   -10.65316823 -11.95001139 -13.56422341
 -15.32087936 -17.02961832 -18.5052719  -19.58793015 -20.16027024
 -20.16027024 -19.58793015 -18.5052719  -17.02961832 -15.32087936
 -13.56422341 -11.95001139 -10.65316823  -9.814227    -9.5241    ]"
70,"[ -34.903       -37.02319842  -43.1540373   -52.6311451   -64.42753015
  -77.26487108  -89.75204281 -100.53586654 -108.44774762 -112.63031098
 -112.63031098 -108.44774762 -100.53586654  -89.75204281  -77.26487108
  -64.42753015  -52.6311451   -43.1540373   -37.02319842  -34.903     ]","[-0.9251     -1.00354038 -1.23036128 -1.58098315 -2.01741066 -2.49235012
 -2.95433447 -3.35330053 -3.64601415 -3.80075526 -3.80075526 -3.64601415
 -3.35330053 -2.95433447 -2.49235012 -2.01741066 -1.58098315 -1.23036128
 -1.00354038 -0.9251    ]"
71,"[-56.8924     -56.30863496 -54.62059985 -52.01121946 -48.76326064
 -45.22869013 -41.79053349 -38.82136835 -36.6429498  -35.49134332
 -35.49134332 -36.6429498  -38.82136835 -41.79053349 -45.22869013
 -48.76326064 -52.01121946 -54.62059985 -56.30863496 -56.8924    ]","[-35.511      -36.37068532 -38.85658102 -42.69930174 -47.48242907
 -52.68763693 -57.75086029 -62.12342033 -65.33148233 -67.02740298
 -67.02740298 -65.33148233 -62.12342033 -57.75086029 -52.68763693
 -47.48242907 -42.69930174 -38.85658102 -36.37068532 -35.511     ]"
72,"[-46.8903     -46.22367869 -44.29605352 -41.31631258 -37.60735705
 -33.5711098  -29.64496085 -26.25436937 -23.76675854 -22.45169961
 -22.45169961 -23.76675854 -26.25436937 -29.64496085 -33.5711098
 -37.60735705 -41.31631258 -44.29605352 -46.22367869 -46.8903    ]","[-74.2823     -74.84151483 -76.45855972 -78.95820275 -82.06956884
 -85.45549317 -88.74905831 -91.59335537 -93.68016064 -94.78333638
 -94.78333638 -93.68016064 -91.59335537 -88.74905831 -85.45549317
 -82.06956884 -78.95820275 -76.45855972 -74.84151483 -74.2823    ]"
73,"[-50.8311     -49.77999242 -46.74057348 -42.0422114  -36.19404661
 -29.8298185  -23.63918995 -18.29301161 -14.37062486 -12.29708117
 -12.29708117 -14.37062486 -18.29301161 -23.63918995 -29.8298185
 -36.19404661 -42.0422114  -46.74057348 -49.77999242 -50.8311    ]","[-4.6292     -4.64507013 -4.69096074 -4.76189888 -4.8501973  -4.94628749
 -5.03975659 -5.12047577 -5.17969786 -5.21100523 -5.21100523 -5.17969786
 -5.12047577 -5.03975659 -4.94628749 -4.8501973  -4.76189888 -4.69096074
 -4.64507013 -4.6292    ]"
74,"[-10.0511     -12.01327983 -17.68718668 -26.45796471 -37.37516402
 -49.25573667 -60.81223828 -70.79234256 -78.11455037 -81.98538688
 -81.98538688 -78.11455037 -70.79234256 -60.81223828 -49.25573667
 -37.37516402 -26.45796471 -17.68718668 -12.01327983 -10.0511    ]","[-114.4466     -113.9354832  -112.45752025 -110.17287137 -107.3291137
 -104.23441252 -101.22412672  -98.62446748  -96.71714821  -95.70885655
  -95.70885655  -96.71714821  -98.62446748 -101.22412672 -104.23441252
 -107.3291137  -110.17287137 -112.45752025 -113.9354832  -114.4466    ]"
75,"[-112.4846     -111.98355036 -110.53469795 -108.2950484  -105.50730249
 -102.47355576  -99.52256173  -96.97410639  -95.10435443  -94.11592248
  -94.11592248  -95.10435443  -96.97410639  -99.52256173 -102.47355576
 -105.50730249 -108.2950484  -110.53469795 -111.98355036 -112.4846    ]","[-16.3665     -16.47511476 -16.78918893 -17.27468772 -17.87899979
 -18.53663856 -19.17633865 -19.72877864 -20.13409308 -20.34835987
 -20.34835987 -20.13409308 -19.72877864 -19.17633865 -18.53663856
 -17.87899979 -17.27468772 -16.78918893 -16.47511476 -16.3665    ]"
76,"[ -33.5631      -35.39618399  -40.69679286  -48.89052339  -59.08945774
  -70.18838313  -80.98455876  -90.30805149  -97.14851621 -100.76468244
 -100.76468244  -97.14851621  -90.30805149  -80.98455876  -70.18838313
  -59.08945774  -48.89052339  -40.69679286  -35.39618399  -33.5631    ]","[-110.8923     -111.07799515 -111.61495765 -112.44499927 -113.47817214
 -114.60251593 -115.69619056 -116.6406794  -117.33363244 -117.69995746
 -117.69995746 -117.33363244 -116.6406794  -115.69619056 -114.60251593
 -113.47817214 -112.44499927 -111.61495765 -111.07799515 -110.8923    ]"
77,"[-0.1952     -0.31854705 -0.67522163 -1.22657252 -1.91285229 -2.65969188
 -3.38615963 -4.0135315  -4.47382199 -4.71715151 -4.71715151 -4.47382199
 -4.0135315  -3.38615963 -2.65969188 -1.91285229 -1.22657252 -0.67522163
 -0.31854705 -0.1952    ]","[-88.9788     -88.50218137 -87.12397449 -84.99352947 -82.34171309
 -79.45589079 -76.6487862  -74.22459266 -72.44600915 -71.50577279
 -71.50577279 -72.44600915 -74.22459266 -76.6487862  -79.45589079
 -82.34171309 -84.99352947 -87.12397449 -88.50218137 -88.9788    ]"
78,"[ -71.5994      -72.76861516  -76.14955803  -81.375851    -87.88114412
  -94.96048795 -101.84672574 -107.79362676 -112.15675202 -114.4632892
 -114.4632892  -112.15675202 -107.79362676 -101.84672574  -94.96048795
  -87.88114412  -81.375851    -76.14955803  -72.76861516  -71.5994    ]","[-32.0755     -32.26967475 -32.83115716 -33.69910189 -34.77945366
 -35.9551396  -37.09875589 -38.08637397 -38.81097008 -39.194023
 -39.194023   -38.81097008 -38.08637397 -37.09875589 -35.9551396
 -34.77945366 -33.69910189 -32.83115716 -32.26967475 -32.0755    ]"
79,"[ -63.3849      -64.74216726  -68.66688807  -74.73375803  -82.28533764
  -90.50329609  -98.49709005 -105.40046791 -110.46534157 -113.14285338
 -113.14285338 -110.46534157 -105.40046791  -98.49709005  -90.50329609
  -82.28533764  -74.73375803  -68.66688807  -64.74216726  -63.3849    ]","[ -73.3747      -74.45020608  -77.56017654  -82.36759784  -88.35151127
  -94.86346698 -101.1977935  -106.66806828 -110.68150217 -112.80317733
 -112.80317733 -110.68150217 -106.66806828 -101.1977935   -94.86346698
  -88.35151127  -82.36759784  -77.56017654  -74.45020608  -73.3747    ]"
80,"[-40.9117     -40.26842604 -38.40831287 -35.53293262 -31.95387735
 -28.05899324 -24.27035141 -20.99851    -18.59802378 -17.3290227
 -17.3290227  -18.59802378 -20.99851    -24.27035141 -28.05899324
 -31.95387735 -35.53293262 -38.40831287 -40.26842604 -40.9117    ]","[ -0.3983      -2.3715006   -8.0772755  -16.89731545 -27.87583227
 -39.82313331 -51.44454313 -61.48070163 -68.84403533 -72.73661277
 -72.73661277 -68.84403533 -61.48070163 -51.44454313 -39.82313331
 -27.87583227 -16.89731545  -8.0772755   -2.3715006   -0.3983    ]"
81,"[-10.3839     -11.8889995  -16.2411971  -22.96886467 -31.34295504
 -40.45600557 -49.32047585 -56.97576295 -62.59229776 -65.56144156
 -65.56144156 -62.59229776 -56.97576295 -49.32047585 -40.45600557
 -31.34295504 -22.96886467 -16.2411971  -11.8889995  -10.3839    ]","[-25.3852     -25.77086204 -26.88605568 -28.6099324  -30.7556834
 -33.09078327 -35.36218769 -37.32375477 -38.76291827 -39.52372249
 -39.52372249 -38.76291827 -37.32375477 -35.36218769 -33.09078327
 -30.7556834  -28.6099324  -26.88605568 -25.77086204 -25.3852    ]"
82,"[-63.7994     -64.16518238 -65.22289134 -66.85790768 -68.89305202
 -71.1077849  -73.26210564 -75.12256016 -76.48753935 -77.20912652
 -77.20912652 -76.48753935 -75.12256016 -73.26210564 -71.1077849
 -68.89305202 -66.85790768 -65.22289134 -64.16518238 -63.7994    ]","[-72.6659     -71.93727736 -69.830367   -66.57348536 -62.51956609
 -58.10791425 -53.81660078 -50.11065607 -47.39167673 -45.95430637
 -45.95430637 -47.39167673 -50.11065607 -53.81660078 -58.10791425
 -62.51956609 -66.57348536 -69.830367   -71.93727736 -72.6659    ]"
